,ID,title,category,tags,content,sim_rec1,sim_rec2,sim_rec3,emo0,emo1,emo2,emo3,emo_rec1,emo_rec2,emo_rec3,comb_rec1,comb_rec2,comb_rec3
286,sm24508041,【MAD】ご注文はリゼですか？,anime,DAYDREAM_CAFÉ アニソンキャラVER アニメ ゴ注文ハウサギデスカ? モット評価サレルベキ リゼ リゼファンノ聖地 天々座理世 守リタイ、コノ笑顔 種田梨沙,"デフォルト,リゼ,ゼリ,デフォルトデフォルトデフォルトデフォルトデフォルト,ワカ,リゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリゼ,俺の嫁,種田,ちゃん,世界,誕生日,クローゼット,ループ,ライズ,ぶひ,ゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリゼ,リリ,内緒,リゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリゼリ,orz",sm38368400,sm14889810,sm10879860,0.4426585577758471,0.392267593397046,0.1398783666377063,0.0251954821894005,sm18502460,sm24432950,so15281450,sm24432950,sm22122720,sm32352047
287,sm36588220,【鬼滅の刃】3分45秒で分かる鬼滅の刃,anime,MAD 忙シイ人向ケシリーズ 竈門炭治郎 鬼滅ノ刃,"無惨,冨岡,あたい,治郎,派手,水車,上司,おはぎ,チャレンジ,スマッシュボール,分身,錆兎,富岡,じろう,ラス,相討ち,エシディシ,無理,鬼滅の刃,サイコロステーキ",sm35613470,sm36015690,sm21372190,0.5784059129045146,0.077157411106672,0.2363663603675589,0.1080703156212544,sm11467790,sm10879860,sm22688012,sm36015690,sm29776010,sm10879860
288,sm4762038,風のメッセージ ,anime,アニポケ アニメ アニメED ポケットモンスター ポケットモンスターダイヤモンド&AMP;パール ポケモン ポケモンDP メイリア 水橋舞 目カラハイドロポンプ 風ノメッセージ,"ヒカリ,メイリア,シンジ,サトシ,タケシ,グレッグル,水橋舞,夢のつぼみ,エイパム,ポケモン,ハルカ,この道,走れ走れ,カスミ,bw,風き,廃人,好き,ピカチュウ,サトヒカ",sm30741025,sm12742112,sm13609389,0.3935969868173258,0.3709981167608286,0.1619585687382297,0.0734463276836158,sm20810930,sm28104000,sm17619510,sm12742112,sm13609389,sm30741025
289,sm12600360,【実況】 十字キーの左縛りでマリオ2を実況プレイ part1,game,P-P アクション実況PART1リンク ゲーム スーパーマリオブラザーズ2 マリオ実況プレイPART1リンク 任天堂ゲーム配信 伝説ノ始マリ 制限プレイPART1リンク 実況プレイPART1リンク 実況プレイ動画 越エラレナイ亀,"ルイージ,ブレーキ,マリオ,pp,フラグ,ジャンプ,テンション,死亡,土管,花火,プレイ,キー,慣性,キノコ,クッパ,前足,人間,どっち,実況,回収",sm25306420,sm27815010,sm14870600,0.7120372026471115,0.0901448756930781,0.1407619388302629,0.0570559828295474,sm24797620,nm9262049,sm23969030,sm27815010,sm18396080,sm14870600
290,sm2086160,＜ おまわりさん わ た し で す ！,anime,U.N.オーエンハ彼女ナノカ? アニメ オマワリサンコイツデス コッチクンナ タキシード仮面 古谷徹 変態仮面 最終鬼畜妹フランドール・S 東方紳士服 音MAD,"haha,ha,会話,ぶら,らぶ,変態,タラバ,仮面,タキシード仮面,タッシーロ,女の子,乙女,パンティー,くん,少女,こっち,職人,ヌーブラ,いつの日か,da",sm1697040,sm5664150,sm472410,0.7685221239778522,0.0795399504240547,0.0903383890666996,0.0615995365313933,sm13985710,sm13762950,sm8938000,sm1697040,sm14534480,sm5664150
291,sm6348750,【MAD】３年目の浮気【とある魔術の禁書目録】,anime,3年目ノ浮気 3年目ノ浮気MADリンク アニメ トアルMAD トアル魔術ノ禁書目録 作者ハ天才シリーズ 出張ライブ 深刻ナ素材不足 突ッ込ンダラ破局 突ッ込ンダラ負ケ 隙ヲ生ジヌ二段構エ,"浮気,お前,インデックス,イン,ステイル,上条さん,妊娠,出張,そっち,インなんとかさん,大目,こっち,いってん,馬鹿,おまえ,違和感,インポテンツ,修羅場,上条,両手",sm5206740,sm27488670,sm19870840,0.7404337942792195,0.1002083727978783,0.1191513544231862,0.0402064784997158,sm6696570,sm16156229,sm24022090,sm5206740,sm15806481,sm2086160
292,sm24373950,【実況】 飛べる豚もやっぱり豚 part8 【HAPPY WHEELS】,game,DAISUKE HAPPY_WHEELS アブ アブ(実況者) グロ注意 ゲーム ハマッテル系男子 バランスヲトル系男子 ムスコガ立ッタ 実況プレイ動画 鳥葬,"息子,チート,ゴール,アプリ,アブ,daisuke,無傷,タイヤ,テンプルラン,男子,ニトロ,ピロピロ,ヘリ,自転車,魔列車,むすこ,鳥葬,燃料,テッテレー,受話器",sm24797620,sm24168180,sm25424040,0.719672131147541,0.1119307832422586,0.1276867030965391,0.0407103825136612,sm24548980,sm2588210,sm26336520,sm24797620,sm24168180,sm25051049
293,sm9553189,麒麟vs須佐能乎,anime,NARUTO アニメ ウチハイタチ ウチハサスケ サスケェ・・・ ジャンプ系戦闘シーン ナルト戦闘シーン 暁(NARUTO) 麒麟,"イタチ,サスケ,スサノオ,大蛇丸,犠牲,兄さん,麒麟,ゼツ,オレオ,サスケェ,ヤマタノオロチ,出落ち,くじら,忍者,出オチ,天照,おろち,幻術,日本神話,須佐",sm25291060,sm18942090,sm25187377,0.4997395019276857,0.0896113368761071,0.2847764926539544,0.1258726685422528,sm20715461,sm27957580,sm24102047,sm25291060,sm25468118,sm25187377
294,sm16881350,凄い動く戦闘シーン,anime,アニメ エウレカセブン エヴァンゲリオン グレンラガン コメントノ中ノ戦争 フルメタル・パニック マクロスプラス ロボットアニメシーン集 戦闘シーン 板野サーカス 機動戦士ガンダム00,"cg,アーアアー,ゾイド,エウレカ,手書き,エヴァ,ロボ,ロボット,グレンラガン,スタドラ,きた,劇場版,ギアス,アニメ,作画,ドンキー,綺羅星,フルメタ,ガンダム,プラス",sm11487190,sm21440020,sm7564290,0.3803127506014435,0.1399358460304731,0.3787089013632718,0.1010425020048115,sm20593300,sm25187377,sm39379690,sm21440020,sm11487190,sm39379690
295,sm20803930,NARUTO　暁　バトルシーン集㊆－7,anime,NARUTO NARUTO名場面リンク アニメ ウズマキナルト ジャンプ系戦闘シーン ハタケカカシ ペイン六道 暁 暁(NARUTO) 波風ミナト,"ナルト,イルカ,ミナト,ヒナタ,カツユ,木の葉,ペイン,卑劣,九尾,自来也,オビト,代目,カカシ,先生,チョウザ,螺旋,サクラ,長門,手のひら返し,サスケ",sm18942090,sm25468118,sm25291060,0.4291058069112932,0.1314570716066975,0.278232988956181,0.1612041325258283,sm25291060,sm21213049,sm25468118,sm25468118,sm25291060,sm18942090
296,sm20889720,比較的平和な桃太郎電鉄【４人実況】part6,game,P-P キヨ クソゲー(物理) ゲーム ツワハス ピンゾロ レトルト 下関県 実況プレイ動画 桃太郎電鉄 貴様ラ!,"地元,サミット,横浜,下関,カード,山口,pp,キヨ,絶好調,レト,奈良,レトルト,長崎,かっけ,都道府県,ボンビー,のぞみ,急行,池田,貧乏神",sm20825700,sm22644540,sm24752440,0.6253087316577074,0.0888420746767398,0.2257736452128432,0.0600755484527095,sm30023930,sm27137010,sm29482160,sm20825700,sm22644540,sm25139160
297,sm21348590,進撃の巨人 後期OPに中毒になる動画,anime,LINKED_HORIZON OP REVO アニメ モット進撃サレルベキ 中毒ニナル動画シリーズ 溶接職人 石浜真史 自由ノ翼 進撃ノ巨人,"兵長,進撃,アルミン,リヴァイ,自由の翼,両手,アニ,無意味,ハンジ,ミカサ,エレン,ケチャ,リヴァイ兵長,op,紅蓮の弓矢,団長,ミケ,ペトラ,フリューゲルデァフラアアイハアアイト,蒼穹",sm21224047,sm21075820,sm21399840,0.3797778391058369,0.2115703049537739,0.3049537739754381,0.103698081964951,sm24687940,sm20036450,sm21075820,sm21224047,sm21075820,sm21399840
298,sm29178450,【リゼロ新OP】Paradisus-Paradoxum【最高画質】,anime,MYTH&AMP;ROID PARADISUS-PARADOXUM RE:ゼロカラ始メル異世界生活 アニメ アニメOP リゼロ,"em,mt,te,空耳,怠惰,レム,エミリア,運営,スバル,寿司,sd,奈良,愛してる,オープン,バルス,ピーナッツ,神対応,コントラスト,クルシュ,赤い花",sm30308300,sm28698420,sm29365377,0.4101885730368702,0.2199268224036026,0.2382212215029552,0.1316633830565719,sm24957940,sm334140,sm30964600,sm37195030,sm28698420,sm29284620
299,sm13985710,４人でマリオパーティ3を実況プレイすると気持ち悪い。　３ゲーム目,game,キヨ ゲーム コメント非表示推奨 コースケ ヒラ フジ マリオパーティ3 実況プレイ動画 最終兵器俺達 綾乃ボイス,"ヒラ,こーすけ,キヨ,フジ,ヒラゲー,サイレントヒラ,包茎,貫通,安定,rr,信者,左上,コメ,テレクラ,ビリ,ぷぎゃ,腐女子,ひで,wwm,きた",sm17426140,sm27043710,sm26396960,0.7602336470260999,0.0833062908534606,0.0983264568170228,0.0581336053034166,sm2086160,sm13762950,sm8938000,sm17426140,sm27043710,sm26396960
300,sm23756820,【MAD】ご注文は連装砲ですか？ 第5門【ごちうさ×艦これ】,anime,アニメ ゴ注文ハMADデスカ? ゴ注文ハウサギデスカ? ゴ注文ハ連装砲デスカ? フルメタル・パニック! 中ノ人繋ガリ 我、夜戦ニ突入ス! 艦コレ 艦コレMAD 艦隊コレクション 違和艦轟沈,"卯月,夜戦,上海事変,摩耶,ツインテ,駆逐艦,解体,大破,青葉,艦載機,扶桑,武蔵,マヤ,弥生,秋山,那珂,鎮守府,アルペジオ,潜水艦,五十鈴",sm25425760,sm27084410,sm23807389,0.6375838926174496,0.1101596852580421,0.1937051608423975,0.0585512612821106,sm2024200,sm23807389,sm17923118,sm25425760,sm23807389,sm27084410
301,sm36533084,ダネダァ～～～！！,anime,アニポケ音MADリンク サトシ チェイスフィールド フシギダネ ポケットモンスター ポケモン ポケモンMADリンク マリオ3アスレチック 林原メグミ 深刻ナ素材不足 音MAD,"カオスカオスカオス,フシギダネ,マリオ,ネダ,だぁ,ダニ,カオス,やぎ,サトシ,なんや,タケシ,ニブ,カキ,ここ,人間,ダネ,ラス,いって,バカバカ,サトシウイルス",sm18396080,sm30077041,sm12742112,0.4870905587668593,0.2678227360308285,0.1475915221579961,0.097495183044316,sm22427900,sm28589350,sm11509720,sm31978460,sm1412176,sm12742112
302,sm15356310,【第7回MMD杯本選】日常☆マギカ,anime,MIKUMIKUDANCE MMDドラマ MMDマドカ☆マギカ アニメ アルアルWWWP ゴランノスポンサー ワケガワカラナイヨ 吹イタラ契約 日常 第7回MMD杯本選 魔法少女マドカ☆マギカノ日常,"マミさん,さやか,モデル,ほむほむ,校長,アカギ,ティロサッカー,wさやか,メカ沢,gj,マミ,ゆっこ,契約,マチコ先生,留年,qb,ゆのっち,カラス,まどか,まみ",sm14264720,sm15177710,sm14834740,0.8356523492639645,0.0475902399677354,0.0824763057067957,0.0342811050615043,sm13722470,sm5505350,sm15874112,sm15177710,sm13722470,sm14834740
303,sm27721038,【MAD】千夜ちゃんが変態な「ご注文はうさぎですか？？」　第4羽,anime,アニメ ゴ注文ハMADデスカ? ゴ注文ハウサギデスカ?? ゴ注文ハ津田デスカ? 七条アリア 中ノ人繋ガリ 佐藤聡美 変態ニ技術ヲ与エタ結果ガコレダヨ! 宇治松千夜 宇治松痴夜 生徒会役員共,"津田,ブリーフ,シャロ,モカ,ココア,リゼ,ナプキン,亀甲縛り,悪意,アウト,つわり,佐倉,岩倉使節団,千夜,キングクリムゾン,スズ,チノ,否定,ミルク,チノちゃん",sm28074461,sm24508041,sm22427120,0.6307289393278045,0.0746398952422522,0.2025316455696202,0.092099519860323,sm15878480,sm29445580,sm28916290,sm28074461,sm23807389,sm25425760
304,sm1040090,久石譲 もののけ姫ED -アシタカ聶記- CBR320Kbps,anime,アシタカ聶記 アニメ モノノケ姫 久石譲 生キロ。 音楽,"アシタカ,そなた,もののけ姫,小僧,サン,屋久島,久石,鳥肌,ジブリ,ヤックル,人間,日本,もののけ,山犬,久石譲,自然,生きよう,オーボエ,シシ,ここ",sm29435180,sm6580450,sm29520630,0.3399218570443576,0.3017697081130774,0.2461503102735003,0.1121581245690645,sm8447870,sm6875060,sm37195030,sm6580450,sm5848560,sm29520630
305,sm24797620,【実況】 乗り捨てられてからが一人前 【HAPPY WHEELS】 part22,game,HAPPY_WHEELS Pカチュウ アブ アブ(実況者) グロ注意 ゲーム ピノキオ モギレル ヨッシー 一級フラグ建築士 実況プレイ動画,"息子,アブ,前輪,でっていう,無言,ふなっしー,セグウェイ,ピノキオ,完璧,タイヤ,スター,再現,アリーナ,ブリーフ,ステージ,自転車,ぼんぼん,威風堂々,カチュウ,疑惑の判定",sm24373950,sm24460038,sm25424040,0.718362748779572,0.0885467517837026,0.136838152459632,0.0562523469770935,nm9262049,sm12600360,sm27213490,sm24373950,sm24460038,sm25051049
306,sm27957580,マリオメーカー クリア率0% マリカーTA元世界チャンプの鬼畜コースに挑戦,game,ゲーム コメント非表示推奨 スーパーマリオメーカー プレイ動画 マリオメーカー マリオメーカー高難易度リンク ミドナノ挑戦シリーズ 人間卒業試験 笑撃ノラスト,"クリア,中間,コース,クッパ,マリオ,無理,簡単,ステージ,ヨッシー,鬼畜,ぽこにゃん,作者,テレ,マリカ,terusky,編集,時間,東方,タイム,ミドナ",sm28018250,sm27155810,sm27137010,0.5184871099050203,0.1083785617367707,0.2700135685210312,0.1031207598371777,sm7289181,sm20715461,so21334230,sm28018250,sm27137010,sm27155810
307,sm18257340,【初音ミク】　古書屋敷殺人事件　【女学生探偵シリーズ】,music_sound,VOCALOID VOCALOID伝説入リ VOCALOID迷宮入リ テニヲハ ナノリ(絵師) ミクオリジナル曲 七星 初音ミク 初音ミク名曲リンク 古書屋敷殺人事件 女学生探偵シリーズ,"先生,なゆ,柳沢,ひばり,小説,みな,初見,犯人,小説化,好き,家紋,中毒,てにをは,wktk,久保,リーガル,pv,しょ,ミリオン,言葉遊び",sm11970630,sm23171530,sm30964600,0.3955971381397908,0.3078701155751238,0.2391854705558613,0.057347275729224,sm1031270,sm16785026,sm13609389,sm11970630,sm23171530,sm30964600
308,sm39379690,覚醒黒梨花＆覚醒黒沙都子 戦闘シーン【ひぐらしのなく頃に卒 １４話】,anime,2021年夏アニメ アニメ ヒグラシノナク頃ニ ヒグラシノナク頃ニ卒 北条沙都子 古手梨花 戦闘シーン 神楽シ編 考察班ガ泣ク,"考察,ひぐらし,竜騎士,エウア,沙都子,梨花,シンエヴァ,うみねこ,アニメ,バトル,ここ,羽入,ドラゴンボール,作画,無能,勉強,旧作,そう,見沢,展開",sm38368400,sm21440020,sm24957940,0.4148749451513822,0.1103554190434401,0.3604651162790697,0.1143045195261079,sm20593300,sm25187377,sm21440020,sm38368400,sm21440020,sm25187377
309,sm16814250,「なりすましゲンガー」【鏡音リン・初音ミクオリジナルPV】,music_sound,(仮)P KULFIQ VOCALOID VOCALOIDオリジナル曲 VOCALOID伝説入リ インド洋 ゴロー(絵師) ナリスマシゲンガー ミク×リンリンク 初音ミク 鏡音リン,"リン,ゲンガー,インド洋,るふ,好き,梨本,カロン,gj,共感,ミク,まった,調教,大好き,ぃさんの,いえーい,ここ,いいね,kulfiq,wktk,ベース",sm17064620,sm17619510,sm15016420,0.3886305510346431,0.3818879330388282,0.1869332713322483,0.0425482445942804,so23867610,so20811229,sm4762038,sm17619510,sm17064620,sm19625630
310,sm11794550,声優の貴重な顔出しシーン集,anime,アニメ 井上真樹夫 声優 大塚明夫 大塚芳忠 森山周一郎 永井一郎 石塚運昇 納谷悟朗 藤原啓治,"かっけ,バーロー,若本,地声,チョーさん,野沢,組長,きた,塩沢,マダオ,声優,貴重,大御所,ご冥福,バラライカ,ルパン,内海,青野,お祈り,神谷",sm9063970,sm9510630,sm15887500,0.6158951489646798,0.1031342252371082,0.2358729560538492,0.0450976697443627,sm7539110,sm25425760,sm20889720,sm9063970,sm2024200,sm30597080
311,sm28306630,【協力実況】謎が解けない名探偵コナン Part6,game,オーキヨ博士トジジルト キヨ クドイ新一 ゲーム レトルト 似テルケドナンカ汚イ 名探偵コナン 実況プレイ動画 正解ノ中カラ正解ヲ選ブ 永眠ノ小五郎 追憶ノ幻想,"犯人,コナン,高木,社長,小五郎,レト,詩子,キヨ,推理,おっちゃん,元太,死体,ナニ,光彦,オーキド,秘書,マモ,青酸,関西弁,それ",sm15806481,sm15611820,sm15887500,0.664449617559029,0.0888759561024276,0.1829896907216494,0.0636847356168939,sm24142327,sm27155810,sm21564830,sm15611820,sm15806481,sm14930333
312,sm13170620,第5回東方M-1ぐらんぷり 『命蓮船』,game,イエロ～ゼブラ 命蓮船 夢ノ国チキンレース 小野塚小町ノ関係ナイ話 村紗水蜜 東方 東方M-1グランプリ 第5回東方M-1グランプリ 聖白蓮 雲山 高澄仁美,"雲山,ナズ,オルソラ,ひじ,ムラサ,一輪,ネズミ,裸エプロン,うんざん,アウト,もみじもみもみ,白蓮,小町,ソイレント,萃香,ねずみ,グルーポン,タグ,巻物,猫舌",sm13170350,sm13171730,sm5483070,0.7893542757417102,0.0831588132635253,0.0766143106457242,0.0508726003490401,sm17426140,sm8904189,sm8938000,sm13170350,sm13171730,sm13722470
313,sm27338360,【実況】アマガミやるお（＾ω＾）part11,game,アマガミ ウンコチャン ゲーム 加藤純一 実況プレイ動画 油揚ゲ経血 絢辻サンハ裏表ノナイ素敵ナ人デス 髭剃リ,"裏表,モエー,綾辻,五郎丸,不整脈,ヒカキン,きた,mgmg,医療従事者,中多,ヒゲ,中田,素敵,頬骨,アブアブ,サムネ,大卒,gm,プレイ,実機",sm27404620,sm27140340,sm27544320,0.4790240316132886,0.1879795984009557,0.2286908973946606,0.1043054725910949,sm25782830,sm22242790,sm311320,sm27404620,sm18473280,sm27488670
314,sm18396080,血液型占いを信じない4人衆がNewスーパーマリオwiiをカオス実況最終回！,game,M.S.SPROJECT NEWスーパーマリオブラザーズWII カオス実況 ギスギス動画 クッパキラーアロマ ゲーム ニャンチュウ モウチョットダケ続クンジャ 仲良死 命ノリレー 実況プレイ動画,"fb,きっく,クッパ,先生,プロペラ,マリオ,キノコ,ピーチ,wwfb,コイン,きのこ,アロマ,カオス,wwfbww,きょい,ここ,あい,くん,ルイージ,おの",sm18277220,sm26336520,sm27264240,0.7586904016459433,0.0861257715359155,0.1186689328204669,0.0365148939976742,sm20466740,sm4724910,sm16156229,sm18277220,sm26336520,sm21145040
315,sm26231640,ゾンビ温めますか？新四人で家作りサバイバル【7Days to Die】実況第三話！,game,7_DAYS_TO_DIE M.S.SPROJECT クレイジーエオエオ ゲーム サムネバイバイ バドバイス フェラルホード 出落チ 実況プレイ動画,"アポロ,ゾンビ,fb,ぼっち,ファミレス,天井,きっく,バドバイス,遠征,クレイジー,サムネ,コミケ,襲撃,日目,洞窟,ちんぽ,ジオン,ペケ,警官,ジーク",sm26038650,sm26159430,sm8938000,0.6003036949552893,0.1565716213936224,0.1658511894719082,0.07727349417918,sm21291060,sm29324276,sm29435180,sm26159430,sm26038650,sm25801570
316,nm7103480,【東方】 チルノのすうがく教室,game,VOCALOID VOCALOID伝説入リ コーポ チルノノスウガク教室 初音ミク 東方 東方ヴォーカル 止メテモ動ク 涙腺ヲ破壊スル程度ノ動画 現実郷 音楽,"チルノ,ミク,コーポ,一時停止,現実,東方,就職,仕事,大人,社会人,停止,あとがき,ティル,みすちー,リグル,時計,ルーミア,リアル,歌詞,数学",sm3200040,sm17961470,sm9809880,0.5784477015323118,0.1224183877415056,0.1538640906062625,0.14526982011992,sm27666317,sm27544320,sm26854230,sm3200040,sm2120510,sm5733940
317,sm14666310,【MHP3rd】新世紀的カオス4人衆が実況！～暗中・迅速・太刀打ちの影編～,game,"2:01,8:10 M.S.SPROJECT MHP3 カシコイワンコダナァ ゲーム ジンボンゴ装備 ポイズンドッグ モンスターハンター 一乙ノ仲間意識 実況プレイ動画 歩ク死亡フラグ","きっく,ジョー,ナルガ,fb,装備,ポイズンドッグ,フラグ,二次会,乱入,おの,仲間意識,ポイズンドック,キャンプ,死亡フラグ,くん,ドスフロギィ,ゲマ,take,おん,ゴジラ",sm14146540,sm14315840,sm19132400,0.8042952386571479,0.0441913977225795,0.112927016343147,0.0385863472771254,sm14315840,sm9014310,sm2193920,sm14146540,sm14315840,sm19132400
318,sm17461850,【ゆっくり実況】ポケモンクリスタルを虫ポケモン達とクリア　part6,game,ゲーム スピアーノ人 ハンドグレネード パンチノ鬼(笑) ヒイロ・ユイ ブラック企業 ポケモン ユックリ実況プレイ 不発弾 手榴弾(1500円),"手榴弾,自爆,さいき,爆発,かけら,がん,ほげ,ヤドラン,ヘルガー,ポッポ,ちゃん,兄貴,特殊,パンチ,エビワラー,メロメロ,ルージュラ,回復,ふぁ,ファファファ",sm17251540,sm17378290,sm22688012,0.7189940168339924,0.0720008112767467,0.142379069059933,0.0666261028293276,sm8891090,sm17378290,sm24561080,sm17251540,sm17378290,sm10086900
319,sm10842800,「オリジナル」愛の唄「トゥライ+うさ＆ヤマイ」,music_sound,NNIオリジナル曲 「ウサコロ_ヨン」収録曲 ウサ ウサコロニー トゥライ ニコニコインディーズ ニコニコインディーズ殿堂入リ ヤマイ 愛ノ唄 音楽 黒ウサP,"トゥライ,あい,あいの,うさ,あいのうた,ヤマイ,ぬくもり,ころにー,コーラス,たあい,re,愛の唄,ぇんもっ,gj,ベース,豪華,黒うさp,大好き,かっけ,ころ",sm7882150,sm16203010,sm16814250,0.491440917400698,0.2652484626890476,0.2029250457038391,0.0403855742064151,sm31118650,sm5818100,sm11045496,sm7882150,sm16814250,sm5285040
320,sm27213490,【実況】みんなで激闘！マリオメーカー大戦【Part4】,game,100万再生 イヤン! キヨ ゲーム スーパーマリオメーカー セルフ中間ノ始マリ フジ マリオメーカー 実況プレイ動画 最終兵器俺達,"まーさ,フジ,キヨ,孔明,さだまさし,ドッスン,イヤン,コース,rr,ゴール,乱世,アブ,ブロック,キャン,イライラ棒,ファ,いろはす,仕返し,ワカメ,スピン",sm27185070,sm27266160,sm27815010,0.7239422553114219,0.091338296713274,0.1283820591973851,0.056337388777919,sm15862474,nm9262049,sm24797620,sm27185070,sm27266160,sm27815010
321,sm5285040,【トゥライ】「マリオネット」歌ってみた,music_sound,エロヤカ トゥライ ボカロオリジナルヲ歌ッテミタ マリオネット 一度ハ聴クベキ 歌ウPシリーズ 歌ッテミタ 歌ッテミタ殿堂入リ 歌提供師ノトゥライ,"トゥライ,トゥ,アナタ,歌詞,メテ,職人,吐息,gj,ワタ,トゥリ,タグ,エロ,愛を知る,ドレス,お預け,マリオネット,飼い殺し,プラトニック,トコ,イト",sm6580450,sm5818100,sm15016420,0.4649035025017869,0.2586132952108649,0.1860614724803431,0.090421729807005,sm22427120,sm28589350,sm11509720,sm5818100,sm6580450,sm8447870
322,sm30023930,【最終回】ゲームセンターCX 「ポケットモンスター 赤・緑」 Vol5,game,ゲーム ゲームセンターCX ポケットモンスター ポケットモンスターサン・ムーン ポケットモンスター赤・緑 ポケモン ミュウ ミュウツー 任天堂 実況プレイ 実況プレイ動画,"ミュウ,課長,ミュウツー,初代,タッツー,バグ,無職,フリーザー,接待,イヌコ,濱口,森本,ポケモン,レポート,プテラ,有野,けつばん,一青窈,プリン,サンムーン",sm29776010,sm28916290,sm21155770,0.6087701267557383,0.0950668036998972,0.2299588900308324,0.066204179513532,sm27137010,sm20889720,sm29776010,sm29776010,sm28916290,sm21155770
323,sm14264720,【MAD】コネクト full (Ver-irony)【魔法少女まどか☆マギカ】,anime,IRONY(歌イ手) アニソン アニメ コネクト マドカ☆マギカMADリンク マドカ☆マギカ良作MAD 暁美ホムラ 魔法少女マドカ☆マギカ 鹿目マドカ,"まどか,さやか,本家,ほむら,鳥肌,杏子,ほむほむ,qb,あんこ,プリキュア,まどマギ,契約,ほむらちゃん,編集,魔法少女,マミ,マミさん,mad,gj,アニメ",sm15356310,sm15177710,sm13722470,0.3766841317365269,0.2728293413173652,0.2339071856287425,0.1165793413173652,sm30741025,sm19939450,sm31808640,sm8447870,sm13914810,sm14889810
324,sm27793790,黙ってろ！クソ松さん【おそ松さん×這いよれ！ニャル子さんW OP】,anime,アニメ オソ松サン オソ松サン殿堂入リ 恋ハ渾沌ノ隷也,"カラ松,一松,san値,松兄,ピンチ,ウィスパー,六つ,肉食系,おでん,分別,兄さん,かりんとう,オチ,妖怪,むつ,zi,ka,ニート,野放し,てま",sm28754930,sm27762357,sm28104000,0.5113176297386823,0.1890872285609127,0.1930437983069562,0.1065513433934486,sm1412176,sm22242790,sm27620680,sm28754930,sm27762357,sm27998129
325,sm2193920,大乱闘スマッシュブラザーズX　スネークの無線　part4,game,MGS:無線 ゲーム スマッシュアピール スマブラX バート先生 ファルコンパンチ 中ノ人繋ガリ 楽シソウデナニヨリデス,"スネーク,オプーナ,リュカ,ファルコン,ワリオ,放屁,オリマー,目玉,リンク,クッパ,かっけ,ロボット,オタコン,トゥーン,ピクミン,プリン,大王,ネコ目,くせ,きた",sm13691461,sm16881350,sm8229390,0.7862412249863283,0.0503900626109083,0.1231347864421156,0.0402339259606477,sm9014310,sm1098317,sm19881130,sm18396080,sm2193140,sm6696570
326,sm14703600,[初音ミク]　うそつき　[オリジナル],music_sound,(ッ´;Ω;`C)フトモモ F*CLA VOCALOID VOCALOID伝説入リ ウソツキ(メザメP) ミクオリジナル曲 切ナイミクウタ 初音ミク 初音ミク名曲リンク,"フトモモ,失恋,ゲノム,右下,右クリック,好き,rr,コピー,好きな人,もも,gj,太もも,リア充,彼氏,殿堂入り,大好き,フモモ,告白,うそつき,綺麗",sm25872280,sm15016420,sm24990461,0.3543101194107905,0.3870827159417763,0.1566286062930358,0.1019785583543972,sm21513190,sm22001720,sm4762038,sm25872280,sm24990461,sm6875060
327,sm27485100,ベルセルク／まふまふ　【オリジナル曲】,music_sound,NNIオリジナル曲 オリジナル曲 クアドラプルミリオン予備軍 ニコニコインディーズ ニコニコインディーズ伝説入リ ベルセルク ベルセルク(マフマフ) マフテル マフマフ 歌ッテミタ,"まふまふ,大好き,まふてる,エンジェルボイス,アンダークラス,愛してる,エンジェループ,好き好き好き,ふさん,歌詞,好き,最高,ーヤバ,ふく,うぽつ,ミリオン,天使,ベルセルク,かっこ,love",sm23985500,sm10601340,sm31642420,0.2136883555222201,0.417101068816801,0.2649540596287268,0.104256516032252,sm34214810,sm3120540,sm29520630,sm23985500,sm31642420,sm10601340
328,sm24644910,Fateシリーズお別れシーンまとめ,anime,Cパート FATE FATE/STAYNIGHT FATE/STAY_NIGHT FATE/STAY_NIGHT_[UNLIMITED_BLADE_WORKS] FATE/ZERO アニメ 悪意ノアル編集 愉悦部 涙腺崩壊,"deen,セイバー,ランサー,士郎,ギル,アーチャー,ここ,愉悦,zero,シーン,auo,ヘラクレス,fate,エミヤ,能登,兄貴,バーサーカー,ufo,因果応報,原作",sm26325360,sm12294250,sm24687940,0.4131497917044013,0.1856547726861075,0.2729577975004528,0.1282376381090382,sm23160860,sm24687940,sm20036450,sm24687940,sm26325360,sm12294250
329,sm2427600,東方VocalBGM −Vivid Vermilion−【原曲: ほおずきみたいに紅い魂 】,game,SILVERFOREST ミリオン予備軍 東方 東方ヴォーカル,"人気投票,霊夢,能力,程度,そーなのかー,ed,種族,季節,市場,ツアー,うp主,ほおずき,俺の嫁,ジャンプ,景色,日々,フラン,あやや,pad,こーりん",sm20065790,sm2107510,sm19028880,0.4755658436213992,0.2296810699588477,0.2312242798353909,0.0635288065843621,sm20540100,sm11045496,sm7564290,sm20065790,sm2107510,sm1031270
